,customer_code,Days since last sales,Customer age in days,Recencia,Nro Sku,Frecuency,Indicator key
1165,126243graba,80.0,88.5,92.5,0.0,27.0,14.5
1166,126492graba,45.5,49.0,0.0,0.0,1.0,
1167,127325graba,70.5,29.0,62.5,0.0,0.0,0.0
1168,131729graba,47.5,40.5,0.0,0.0,0.0,
1169,130045graba,98.0,44.0,75.5,0.0,4.0,3.0
1170,123076graba,100.0,89.0,97.5,0.0,100.0,58.0
1171,129566graba,48.0,39.5,0.0,0.0,0.0,
1172,132187graba,95.0,75.0,95.5,0.0,33.0,74.0
1173,123039graba,50.0,42.0,0.0,0.0,2.0,
1174,123054graba,100.0,88.5,91.5,0.0,27.0,15.0
1175,127112graba,72.0,52.0,83.5,0.0,0.0,5.0
1176,124354graba,98.0,80.0,93.5,0.0,16.0,22.0
1177,123082graba,0.0,0.0,0.0,0.0,0.0,100.0
1178,130610graba,53.0,39.0,0.0,0.0,2.0,
1179,130757graba,100.0,100.0,0.0,0.0,0.0,100.0
1180,126957graba,96.0,88.5,90.0,0.0,16.0,27.5
1181,126866graba,92.0,87.0,94.0,64.0,20.0,2.0
1182,129795graba,97.0,85.0,86.0,64.0,8.0,0.0
1183,126865graba,92.0,92.0,89.5,50.0,62.0,60.5
1184,126951graba,94.0,100.0,91.5,50.0,87.0,83.0
1185,132241graba,93.5,52.0,82.5,0.0,0.0,16.0
1186,125181graba,6.5,7.0,0.0,50.0,2.0,10.0
1187,123535graba,77.0,79.0,78.5,50.0,65.5,38.0
1188,123443graba,50.0,73.0,81.5,50.0,61.0,30.0
1189,127100graba,69.0,100.0,74.0,50.0,54.0,20.5
1190,125221graba,84.5,12.5,98.0,100.0,100.0,100.0
1191,128612graba,0.0,0.0,52.5,100.0,18.0,0.0
1192,129364graba,88.5,29.0,49.5,0.0,2.0,0.0
1193,132480graba,98.0,52.0,96.5,78.0,21.5,1.0
1194,123354graba,100.0,76.0,94.5,100.0,100.0,53.0
1195,131794graba,100.0,98.0,93.0,100.0,100.0,100.0
1196,129229graba,95.0,0.0,0.0,0.0,1.0,
1197,129270graba,96.0,98.0,84.0,0.0,12.0,9.0
1198,129071graba,46.0,96.0,84.0,0.0,0.0,5.0
1199,130202graba,7.5,95.0,94.5,0.0,0.0,3.0
1200,132151graba,97.0,91.0,87.5,0.0,18.5,12.0
1201,130722graba,98.0,95.0,95.0,0.0,68.5,32.0
1202,131173graba,34.0,57.0,63.5,0.0,0.0,0.0
1203,129475graba,100.0,96.5,87.0,100.0,50.0,43.0
1204,132159graba,10.5,84.0,84.0,0.0,0.0,3.0
1205,132066graba,33.0,87.0,93.0,78.0,4.5,0.0
1206,128891graba,91.0,100.0,86.0,100.0,50.0,57.0
1207,131025graba,94.5,84.0,65.0,50.0,12.0,12.0
1208,127536graba,28.0,66.0,100.0,0.0,0.0,
1209,132155graba,94.5,73.0,89.0,0.0,8.0,17.0
1210,132033graba,77.0,45.5,75.0,0.0,100.0,100.0
1211,131705graba,89.0,66.0,94.5,0.0,37.0,27.5
1212,131722graba,98.0,62.0,79.0,0.0,0.0,10.5
1213,130747graba,73.0,34.5,87.0,0.0,0.0,5.5
1214,129819graba,39.5,98.0,85.5,0.0,0.0,1.0
1215,123475graba,98.0,100.0,76.0,0.0,100.0,16.0
1216,131046graba,98.0,96.5,93.5,0.0,100.0,100.0
1217,126341graba,90.0,98.0,76.0,0.0,94.0,25.0
1218,123476graba,100.0,97.0,95.5,0.0,81.0,23.0
1219,127299graba,100.0,100.0,82.5,100.0,53.0,30.0
1220,125258graba,95.5,100.0,87.5,0.0,25.0,6.0
1221,130448graba,92.5,91.0,91.5,0.0,31.0,3.0
1222,132451graba,3.0,93.0,97.0,0.0,0.0,0.5
1223,128758graba,92.0,91.0,94.5,0.0,50.0,23.0
1224,132460graba,46.0,96.0,84.0,0.0,0.0,3.0
1225,132008graba,40.5,85.0,82.5,0.0,0.0,2.0
1226,125834graba,61.0,70.0,36.0,0.0,0.0,0.0
1227,129712graba,57.0,100.0,66.0,0.0,0.0,3.0
1228,129041graba,20.5,73.0,89.0,0.0,0.0,2.0
1229,124359graba,85.5,35.0,0.0,0.0,1.0,0.0
1230,129655graba,94.5,71.0,74.0,0.0,12.0,17.5
1231,126387graba,90.0,91.5,88.0,0.0,18.5,1.0
1232,121911graba,97.5,98.0,96.5,0.0,100.0,31.0
1233,131889graba,51.0,84.5,62.5,0.0,0.0,1.0
1234,126650graba,5.5,21.5,70.0,0.0,0.0,1.0
1235,129025graba,27.5,66.0,0.0,0.0,0.5,
1236,131319graba,28.0,66.0,0.0,0.0,0.5,
1237,130677graba,90.5,93.0,82.0,0.0,12.0,3.0
1238,128747graba,92.0,66.0,0.0,0.0,0.0,2.0
1239,125247graba,78.0,79.5,57.5,0.0,40.0,10.0
1240,124555graba,57.5,66.0,88.0,0.0,0.0,2.0
1241,130943graba,88.5,53.0,82.5,0.0,20.0,0.0
1242,131097graba,67.0,50.5,73.5,0.0,5.0,7.0
1243,131226graba,31.0,63.0,0.0,0.0,0.5,
1244,125139graba,,,,,,
1245,132037graba,67.0,92.5,62.5,0.0,10.0,5.5
1246,121609graba,93.0,85.5,88.5,0.0,49.5,26.0
1247,126106graba,100.0,33.5,92.5,0.0,44.0,28.0
1248,132038graba,88.0,50.0,71.5,0.0,12.0,0.0
1249,131652graba,94.5,79.0,60.0,0.0,10.0,7.0
1250,123641graba,94.0,100.0,91.0,0.0,71.5,48.0
1251,127717graba,78.0,32.0,67.5,0.0,0.0,5.5
1252,123537graba,70.0,31.5,75.5,0.0,0.0,7.0
1253,127761graba,90.5,50.5,59.5,0.0,7.0,0.0
1254,129174graba,67.0,47.0,75.5,0.0,5.0,4.0
1255,130936graba,82.0,50.5,58.5,0.0,7.0,0.0
1256,126980graba,85.0,87.5,76.5,0.0,22.0,21.0
1257,130551graba,87.5,51.0,69.5,0.0,11.0,0.0
1258,131242graba,64.0,86.0,90.5,0.0,12.0,4.0
1259,130836graba,93.0,29.5,88.5,0.0,22.0,14.0
1260,131607graba,85.0,85.5,68.0,0.0,12.0,19.5
1261,126940graba,96.0,87.5,79.5,50.0,25.0,26.0
1262,128869graba,95.0,71.5,74.0,0.0,12.0,12.0
1263,126950graba,87.0,97.5,77.0,50.0,25.0,64.5
1264,129832graba,98.0,87.0,98.0,35.0,80.5,7.0
1265,131220graba,81.0,83.0,86.0,35.0,6.5,1.0
1266,132167graba,90.0,80.5,77.0,0.0,0.0,9.0
1267,130048graba,96.0,75.0,91.0,49.5,11.0,0.0
1268,129858graba,96.5,87.0,96.5,49.5,38.0,9.0
1269,127893graba,76.0,69.0,65.0,0.0,0.0,4.0
1270,126115graba,0.0,63.0,0.0,0.0,0.0,
1271,140064graba,30.5,67.0,0.0,0.0,0.0,
1272,132228graba,30.0,60.5,0.0,0.0,0.0,
1273,131924graba,100.0,51.0,0.0,0.0,25.0,26.0
1274,132189graba,32.0,63.0,100.0,0.0,0.0,
1275,128820graba,86.0,95.5,81.5,0.0,31.0,33.0
1276,132020graba,41.0,56.0,96.0,7.0,0.0,0.0
1277,122111graba,99.0,76.0,86.0,21.0,7.5,0.0
1278,126976graba,95.0,97.0,93.0,0.0,100.0,69.0
1279,129205graba,73.0,83.5,34.0,0.0,0.0,8.5
1280,129520graba,89.5,95.0,89.5,0.0,62.0,45.0
1281,126943graba,72.0,72.5,63.5,0.0,6.0,6.5
1282,131595graba,91.0,86.0,84.0,0.0,37.0,16.0
1283,132235graba,94.0,56.0,93.5,0.0,12.0,18.0
1284,123369graba,0.0,99.0,71.5,0.0,100.0,100.0
1285,131087graba,0.0,99.0,86.5,0.0,0.0,0.0
1286,127130graba,75.0,97.0,90.5,0.0,18.0,32.0
1287,130627graba,97.0,83.0,33.0,0.0,0.0,3.0
1288,126205graba,100.0,49.0,92.5,0.0,22.0,14.0
1289,132224graba,90.0,56.0,0.0,0.0,0.0,3.0
1290,129150graba,0.0,89.0,0.0,0.0,1.0,
1291,131958graba,95.0,86.0,92.5,0.0,16.0,38.0
1292,132158graba,98.0,85.0,95.0,0.0,33.0,44.0
1293,129928graba,96.0,85.0,94.0,0.0,25.0,30.0
1294,132464graba,4.0,84.5,0.0,0.0,1.0,
1295,131913graba,40.0,66.0,94.0,0.0,0.0,6.0
1296,132467graba,46.0,66.0,94.0,0.0,0.0,7.0
1297,131909graba,76.0,63.0,82.5,0.0,0.0,6.5
1298,130505graba,33.0,58.0,0.0,0.0,1.0,
1299,126222graba,35.0,56.0,0.0,0.0,1.0,
1300,121634graba,90.0,4.0,0.0,0.0,1.0,
1301,130631graba,93.0,96.0,59.5,0.0,18.5,13.0
1302,123832graba,54.0,90.0,20.5,0.0,0.0,2.0
1303,124342graba,,,,,,
1304,126042graba,100.0,57.0,0.0,0.0,13.5,7.0
1305,123647graba,77.0,77.5,34.5,0.0,0.0,1.0
1306,128821graba,7.0,75.5,94.5,0.0,0.0,
1307,125011graba,35.0,55.0,47.5,0.0,13.5,5.0
1308,132206graba,16.0,100.0,59.5,0.0,25.0,20.5
1309,130137graba,0.0,28.5,0.0,0.0,0.0,0.0
1310,140053graba,27.5,70.0,0.0,0.0,0.0,
1311,130764graba,34.0,61.0,7.0,0.0,0.0,
1312,131736graba,0.0,57.5,0.0,0.0,2.0,
1313,130650graba,0.0,57.5,0.0,0.0,2.0,
1314,132003graba,85.0,39.0,0.0,0.0,0.0,0.0
1315,125113graba,100.0,97.0,76.5,50.0,46.0,49.5
1316,131839graba,74.0,92.0,62.5,0.0,21.0,15.0
1317,9999999graba,0.0,0.0,0.0,0.0,0.0,50.0
1318,132255graba,52.0,33.0,56.5,0.0,0.0,2.0
1319,121602graba,90.0,90.0,69.0,0.0,11.0,15.0
1320,129452graba,84.0,91.0,0.0,0.0,3.5,2.0
1321,132281graba,99.0,16.0,74.5,0.0,12.0,8.0
1322,130911graba,67.0,2.0,97.5,0.0,0.0,2.0
1323,129343graba,65.0,2.0,0.0,0.0,0.5,
1324,131690graba,76.0,24.0,84.5,0.0,10.0,12.0
1325,126946graba,93.0,92.0,79.0,0.0,25.0,21.0
1326,130136graba,87.0,0.0,22.5,0.0,0.0,2.0
1327,130366graba,0.0,89.5,0.0,16.5,18.5,
1328,130863graba,0.0,0.0,0.0,0.0,0.0,50.0
1329,131449graba,95.0,78.0,89.5,0.0,8.0,13.0
1330,129716graba,94.0,94.5,78.5,0.0,100.0,100.0
1331,128823graba,100.0,85.0,90.5,0.0,100.0,100.0
1332,132298graba,96.0,13.5,94.0,7.0,2.5,0.0
1333,121801graba,,,,,,
1334,131091graba,100.0,100.0,86.5,0.0,50.0,26.5
1335,140511graba,93.0,41.0,68.0,0.0,6.0,8.0
1336,132024graba,94.0,82.0,71.5,0.0,12.0,14.5
1337,126927graba,94.0,85.5,88.0,50.0,50.0,43.0
1338,126941graba,94.0,91.5,52.5,0.0,12.0,5.5
1339,129098graba,95.0,76.0,85.0,0.0,37.0,30.0
1340,131235graba,99.0,85.5,91.0,0.0,75.0,55.0
1341,132308graba,,,,,,
1342,131905graba,97.5,80.0,85.5,0.0,37.0,13.5
1343,132229graba,100.0,60.5,28.0,0.0,0.0,4.5
1344,127423graba,49.0,100.0,56.0,0.0,0.0,2.0
1345,131076graba,100.0,99.0,89.0,0.0,25.0,5.0
1346,131984graba,94.5,98.0,93.5,0.0,50.0,15.0
1347,129963graba,87.0,97.5,88.5,0.0,25.0,7.0
1348,130238graba,99.0,96.0,86.0,0.0,18.5,7.0
1349,130120graba,98.0,95.0,86.5,0.0,18.5,7.0
1350,129674graba,4.0,95.0,89.0,0.0,0.0,1.0
1351,131801graba,9.0,94.0,94.5,0.0,0.0,1.0
1352,127095graba,0.0,93.0,0.0,0.0,0.5,
1353,127451graba,97.0,93.0,88.0,0.0,25.0,7.0
1354,129484graba,95.5,91.0,92.0,0.0,37.0,10.0
1355,129828graba,42.5,90.0,38.0,0.0,0.0,1.0
1356,127247graba,82.5,88.5,59.0,0.0,0.0,2.0
1357,127328graba,84.0,85.0,76.0,0.0,0.0,1.5
1358,127164graba,99.0,85.0,76.0,0.0,6.0,3.0
1359,140480graba,11.0,96.0,88.0,0.0,0.0,3.0
1360,132071graba,47.0,82.0,72.0,0.0,0.0,2.0
1361,129123graba,12.0,82.0,99.0,0.0,0.0,
1362,124372graba,57.5,80.5,76.5,0.0,0.0,2.0
1363,124373graba,94.0,80.0,74.5,0.0,0.0,2.0
1364,131270graba,74.0,79.0,6.5,0.0,0.0,1.0
1365,131069graba,94.0,77.0,92.0,0.0,25.0,9.0
1366,126143graba,92.5,77.0,70.0,0.0,0.0,3.0
1367,131646graba,21.5,72.0,100.0,0.0,0.0,
1368,127357graba,30.0,64.0,0.0,0.0,0.5,
1369,123244graba,81.0,87.0,83.0,0.0,12.0,2.0
1370,126001graba,100.0,81.5,93.5,0.0,43.5,20.0
1371,129296graba,68.0,59.5,89.0,0.0,0.0,2.0
1372,130972graba,34.5,59.5,0.0,0.0,0.5,
1373,132489graba,83.5,53.0,83.5,0.0,0.0,3.0
1374,131881graba,65.0,51.0,88.0,0.0,0.0,3.0
1375,126413graba,54.0,50.5,92.0,0.0,0.0,2.0
1376,127063graba,84.0,92.5,88.0,0.0,12.0,9.0
1377,132247graba,45.0,49.5,0.0,0.0,0.5,
1378,131882graba,81.0,44.0,84.0,0.0,0.0,2.0
1379,132497graba,51.0,43.5,0.0,0.0,0.5,
1380,130945graba,87.5,39.5,83.0,0.0,0.0,2.0
1381,131007graba,100.0,37.0,87.0,0.0,0.0,3.0
1382,131865graba,73.5,84.0,83.0,0.0,6.0,4.0
1383,121626graba,95.0,98.0,90.0,0.0,31.0,5.0
1384,131037graba,97.0,0.0,0.0,0.0,0.5,
1385,127718graba,100.0,97.0,81.5,0.0,12.0,4.0
1386,124981graba,100.0,97.0,92.5,0.0,33.0,18.0
1387,131659graba,97.0,86.0,79.5,0.0,9.0,5.0
1388,131642graba,97.5,95.5,83.0,0.0,13.0,7.0
1389,130964graba,98.0,95.0,85.5,0.0,13.0,9.0
1390,130794graba,97.5,88.0,75.5,0.0,8.0,4.5
1391,132185graba,92.0,69.0,93.5,0.0,16.0,55.0
1392,131716graba,97.0,89.0,96.0,0.0,41.0,48.5
1393,125083graba,0.0,0.0,0.0,0.0,0.0,50.0
1394,126862graba,98.0,84.0,90.0,0.0,16.0,15.0
1395,123197graba,,,,,,
1396,126837graba,98.0,14.0,54.5,0.0,0.0,1.0
1397,131616graba,84.0,89.5,29.5,0.0,0.0,3.0
1398,130840graba,76.5,62.0,0.0,7.0,0.0,0.0
1399,130949graba,41.0,55.0,7.0,0.0,0.0,
1400,131784graba,100.0,100.0,89.0,0.0,68.5,22.0
1401,131687graba,0.0,94.0,0.0,0.0,1.0,
1402,127162graba,100.0,93.0,0.0,0.0,0.0,3.5
1403,130578graba,92.0,91.0,73.5,0.0,18.5,8.5
1404,129306graba,26.0,89.0,96.5,0.0,50.0,34.0
1405,128717graba,99.0,88.0,89.5,0.0,62.0,40.5
1406,132023graba,6.5,86.0,0.0,0.0,1.0,
1407,126965graba,7.0,85.0,0.0,0.0,1.0,
1408,130536graba,24.0,84.0,83.5,0.0,0.0,5.5
1409,130898graba,94.5,83.5,93.0,0.0,87.0,74.0
1410,131001graba,13.0,78.0,0.0,0.0,2.0,
1411,130553graba,14.0,77.0,0.0,0.0,1.0,
1412,131997graba,91.0,95.5,92.0,0.0,87.0,19.5
1413,131916graba,31.0,78.0,81.5,0.0,0.0,2.5
1414,127592graba,70.0,58.0,21.0,0.0,0.0,3.5
1415,132487graba,76.5,41.0,50.5,7.0,0.0,0.0
1416,130593graba,94.0,93.0,85.0,0.0,43.5,24.5
1417,131545graba,81.5,64.0,62.0,0.0,6.0,12.0
1418,131989graba,37.5,50.0,0.0,0.0,1.0,
1419,132463graba,60.5,39.0,86.5,0.0,0.0,10.0
1420,126869graba,72.0,93.0,79.0,0.0,18.5,23.0
1421,126942graba,84.5,32.0,36.5,0.0,0.0,3.5
1422,126945graba,64.0,20.5,0.0,0.0,1.0,
1423,126926graba,73.0,48.0,65.5,0.0,0.0,14.0
1424,132300graba,82.0,0.0,0.0,0.0,1.0,
1425,123798graba,,,,,,
1426,123534graba,43.5,80.5,0.0,0.0,0.0,0.0
1427,131329graba,77.0,41.5,57.5,0.0,0.0,8.0
1428,131822graba,68.0,0.0,97.5,0.0,0.0,0.5
1429,126644graba,93.5,100.0,0.0,50.0,35.5,33.0
1430,127408graba,38.0,0.0,0.0,0.0,0.0,
1431,123813graba,27.0,88.0,77.5,0.0,0.0,3.0
1432,129595graba,39.5,86.0,76.5,0.0,0.0,3.0
1433,131357graba,75.0,82.0,89.0,0.0,7.0,10.0
1434,123034graba,7.5,81.5,0.0,0.0,1.0,
1435,127078graba,15.0,81.0,82.5,0.0,0.0,1.0
1436,123574graba,9.0,81.0,99.0,0.0,0.0,1.0
1437,130882graba,11.5,80.5,92.0,0.0,0.0,1.0
1438,129448graba,84.0,79.5,53.5,0.0,0.0,3.0
1439,132182graba,15.0,77.0,93.0,0.0,0.0,1.0
1440,126704graba,26.0,64.0,0.0,0.0,1.0,
1441,131640graba,49.0,46.0,92.0,0.0,0.0,2.0
1442,130269graba,70.0,23.0,0.0,0.0,1.0,
1443,123469graba,70.0,23.0,0.0,0.0,1.0,
1444,126396graba,14.0,97.0,18.5,0.0,0.0,0.0
1445,123446graba,1.0,94.0,0.0,0.0,0.0,
1446,129931graba,25.0,92.5,75.5,0.0,0.0,0.0
1447,130612graba,27.0,88.5,41.5,0.0,0.0,0.0
1448,130373graba,25.5,88.0,78.5,0.0,0.0,1.0
1449,125013graba,6.5,88.0,0.0,0.0,0.0,
1450,129946graba,39.0,86.5,90.5,0.0,6.0,4.5
1451,131432graba,12.5,84.5,90.5,0.0,0.0,0.0
1452,130591graba,75.0,85.0,67.5,0.0,4.0,7.0
1453,132084graba,27.0,79.5,29.5,0.0,0.0,0.0
1454,132263graba,51.0,37.0,0.0,0.0,0.0,
1455,130519graba,75.0,8.5,0.0,0.0,0.0,
1456,129292graba,75.0,18.0,0.0,0.0,1.0,
1457,130564graba,0.0,84.0,0.0,0.0,2.0,
1458,132125graba,19.0,71.0,0.0,0.0,1.0,
1459,131985graba,93.0,76.5,68.0,0.0,12.0,4.5
1460,132312graba,95.5,4.0,99.0,7.0,0.5,0.0
1461,131129graba,15.0,74.0,0.0,0.0,2.0,
1462,132462graba,42.5,61.0,85.0,0.0,0.0,4.0
1463,131576graba,100.0,64.0,55.5,0.0,6.0,10.5
1464,129442graba,27.0,66.0,0.0,0.0,0.0,
1465,125705graba,0.0,25.0,50.0,5.0,,
1466,132278graba,73.5,24.0,7.0,0.0,0.0,
1467,131297graba,97.0,48.5,89.5,0.0,12.0,21.5
1468,132226graba,68.5,24.5,0.0,0.0,0.0,
1469,132183graba,86.0,80.0,49.0,0.0,6.0,2.0
1470,129260graba,93.0,79.0,83.5,0.0,31.0,4.5
1471,130140graba,20.5,89.5,64.5,0.0,0.0,1.0
1472,132225graba,92.5,63.5,86.5,0.0,31.0,5.0
1473,129594graba,78.0,89.5,49.0,0.0,6.0,2.0
1474,123133graba,45.0,59.5,67.5,0.0,0.0,1.0
1475,130216graba,11.0,99.0,91.5,0.0,12.0,3.5
1476,131911graba,44.0,93.0,70.0,0.0,6.0,2.5
1477,132476graba,45.0,66.0,90.5,0.0,0.0,3.0
1478,132267graba,53.0,34.5,0.0,0.0,1.0,
1479,132154graba,97.0,95.0,84.5,0.0,13.0,100.0
1480,132262graba,54.0,42.0,7.0,0.0,0.0,
1481,126654graba,72.0,12.5,0.0,0.0,1.0,
1482,132511graba,75.5,22.0,7.0,0.0,0.0,
1483,130329graba,82.0,16.0,7.0,0.0,0.0,
1484,131852graba,7.5,81.5,0.0,0.0,2.0,
1485,130904graba,64.0,28.5,0.0,0.0,2.0,
1486,132481graba,67.0,18.0,0.0,0.0,0.0,
1487,126404graba,81.0,13.0,0.0,0.0,0.0,
1488,319maosol213622680018,7.0,91.5,95.5,0.0,0.0,1.0
1489,1835maosol218236340013,0.5,94.5,0.0,0.0,50.0,100.0
1490,1846maosol216098870016,4.0,59.5,87.0,0.0,50.0,11.0
1491,1857maosol218544100013,100.0,13.0,98.0,0.0,16.0,47.0
1492,1860maosol217905770010,100.0,13.0,96.0,0.0,7.0,19.5
1493,1859maosol218724590019,100.0,13.0,98.0,0.0,16.0,48.0
1494,1856maosol218109420018,100.0,12.0,99.0,0.0,16.0,42.0
1495,1858maosol217738340011,100.0,11.5,96.5,0.0,7.0,22.0
1496,562/6maosol210003270017,77.0,97.0,93.5,0.0,92.0,100.0
1497,1383/21maosol214214350013,32.0,71.0,78.0,0.0,0.0,1.0
1498,383/1maosol214214350013,33.0,63.0,0.0,0.0,,
1499,1383/15maosol214214350013,70.5,25.5,0.0,0.0,,
1500,1431maosol215180020014,96.0,98.0,91.5,35.0,16.0,25.0
1501,75maosol214928890018,100.0,98.0,93.0,21.0,20.0,45.0
1502,87maosol214695680016,100.0,100.0,86.5,35.0,10.5,2.0
1503,927maosol217990680018,95.0,95.5,84.0,21.0,7.5,10.0
1504,1439maosol217689860010,97.0,85.0,93.5,7.0,17.5,3.0
1505,259maosol45402439,92.0,100.0,90.5,64.0,13.5,7.0
1506,921maosol214920890019,88.0,72.0,94.5,78.0,17.0,65.0
1507,920maosol217704650018,37.0,58.5,7.0,0.0,0.0,
1508,929maosol215053220014,71.5,66.0,88.5,64.0,4.5,3.0
1509,1333maosol216476820013,63.5,47.0,66.0,7.0,0.0,1.0
1510,645maosol211694130018,95.0,97.0,89.0,21.0,11.5,3.0
1511,510/4maosol218692870011,88.0,19.5,88.0,7.0,0.5,0.0
1512,1893maosol213459150019,100.0,3.0,95.5,7.0,0.5,0.0
1513,254/2maosol216703240012,98.0,1.0,7.0,0.0,0.0,
1514,510/2maosol218943740016,100.0,1.0,96.0,7.0,0.0,0.0
1515,510/3maosol218821820015,100.0,1.0,98.0,7.0,0.5,0.0
1516,510maosol218449700017,100.0,0.0,100.0,7.0,0.5,0.0
1517,1457maosol219301590013,20.0,92.0,91.5,21.0,2.5,1.0
1518,320maosol218270050014,90.0,75.0,44.5,21.0,1.0,1.0
1519,1862maosol214353080015,97.0,100.0,42.5,27.5,0.5,2.0
1520,297maosol212549320012,100.0,97.0,80.5,5.5,3.0,2.0
1521,1862/2maosol214353080015,27.5,94.0,56.5,27.5,0.0,1.0
1522,30maosol211597500019,33.5,92.0,49.5,16.5,0.0,
1523,1862/1maosol214353080015,84.0,83.0,69.0,27.5,1.0,2.0
1524,303/1maosol218726600011,66.0,51.0,94.0,5.5,2.0,0.0
1525,886maosol218574410010,48.5,49.0,5.5,0.0,0.0,
1526,21maosol210145740013,67.0,48.0,84.5,5.5,0.0,0.0
1527,1007/2maosol218417750019,57.5,48.0,93.0,5.5,0.0,4.0
1528,975maosol210828660018,66.0,48.0,93.0,5.5,1.0,0.0
1529,1374maosol219276550017,51.0,47.0,5.5,0.0,0.0,
1530,114maosol212455710011,93.0,45.5,85.5,16.5,1.5,4.0
1531,1636maosol219169020014,53.0,44.0,5.5,0.0,1.0,
1532,1637maosol219064670019,53.0,44.0,5.5,0.0,1.0,
1533,944maosol218634420017,55.0,43.0,5.5,0.0,0.0,
1534,584maosol210713020016,66.5,40.0,96.5,5.5,1.5,1.0
1535,371maosol211738380014,63.0,39.0,93.0,5.5,0.0,0.0
1536,2311maosol213429320013,64.0,34.0,5.5,0.0,8.0,
1537,213maosol216446460019,66.5,31.5,5.5,0.0,2.0,
1538,1088maosol211383670010,95.0,32.0,94.0,27.5,3.0,0.0
1539,1928maosol219366350017,80.0,18.0,100.0,5.5,0.0,0.0
1540,1634maosol214819790012,93.0,5.0,5.5,0.0,0.0,
1541,828maosol217927620011,24.5,72.0,5.5,0.0,0.0,
1542,1254/1maosol218123560018,55.0,56.5,75.0,16.5,0.0,0.0
1543,1076maosol215926810015,39.0,59.0,5.5,0.0,0.0,
1544,212maosol217052630010,100.0,83.0,94.0,5.5,10.0,1.0
1545,401maosol218696810013,100.0,74.0,93.0,5.5,7.0,1.0
1546,1612maosol219215810019,97.0,73.0,91.5,5.5,5.5,0.0
1547,856maosol218472860017,74.0,84.5,82.0,27.5,2.0,0.0
1548,1254maosol218123560018,30.0,67.0,5.5,0.0,0.0,
1549,825maosol219291420013,100.0,73.0,100.0,5.5,76.0,100.0
1550,2444maosol210041940016,17.0,80.0,5.5,0.0,0.0,
1551,1845maosol219060110019,93.0,6.0,5.5,0.0,0.0,
1552,694maosol44928494,8.0,92.5,92.5,5.5,0.0,0.0
1553,899maosol217793040016,69.5,97.0,86.0,16.5,3.0,0.0
1554,519maosol212113780016,95.0,100.0,93.0,38.5,9.0,0.0
1555,406/18maosol210274130017,84.0,98.0,82.5,50.0,31.5,4.0
1556,1029maosol216531070017,94.0,98.0,76.0,16.5,2.0,0.0
1557,160maosol213458920015,83.0,97.5,85.5,50.0,35.0,7.0
1558,565maosol210716690012,87.0,96.5,90.5,100.0,64.0,8.0
1559,518maosol212113780016,91.0,98.0,95.0,38.5,13.5,0.0
1560,417/5maosol210297450018,100.0,96.0,80.0,50.0,31.5,3.0
1561,406/23maosol210274130017,95.0,96.5,90.5,100.0,67.5,7.0
1562,925maosol218698280011,80.0,95.0,88.0,25.0,14.0,1.0
1563,790maosol218393910011,95.0,95.0,88.0,16.5,5.0,0.0
1564,2375maosol214860420011,0.0,0.0,0.0,0.0,0.0,50.0
1565,406/19maosol210274130017,95.0,100.0,83.0,50.0,35.0,6.0
1566,518/1maosol212113780016,66.0,79.0,91.5,38.5,3.5,6.0
1567,619/1maosol217450120012,97.0,100.0,97.5,49.5,58.5,17.0
1568,53maosol214661590014,98.0,100.0,94.5,71.5,12.5,9.0
1569,1818maosol218498810017,92.0,44.0,88.0,49.5,4.0,0.0
1570,575maosol080282650014,85.0,40.0,81.5,50.0,6.0,2.0
1571,1873maosol216088180017,100.0,0.0,51.0,0.0,50.0,3.0
1572,470maosol213597890018,91.0,98.0,88.0,38.5,5.0,15.0
1573,432/12maosol210094030014,64.5,95.0,81.0,0.0,20.0,1.0
1574,432/40maosol210094030014,61.0,92.0,39.5,0.0,3.0,0.0
1575,406/26maosol210274130017,81.0,91.0,75.5,50.0,20.0,2.0
1576,432/9maosol210094030014,67.5,81.0,57.5,0.0,6.0,0.0
1577,70maosol216450470015,60.0,98.0,92.0,0.0,8.0,59.0
1578,885maosol110436090019,85.0,100.0,94.0,35.0,22.5,39.0
1579,34maosol020246420019,100.0,100.0,97.5,75.0,100.0,26.0
1580,268maosol219357050014,86.0,22.0,82.0,0.0,0.0,2.0
1581,746maosol110412690016,97.0,97.5,91.5,0.0,25.0,29.0
1582,985maosol020064880014,94.0,97.0,89.5,0.0,19.0,13.0
1583,70/2maosol216450470015,56.0,85.5,33.5,0.0,0.0,6.0
1584,1007maosol216664090019,56.0,47.0,88.5,0.0,0.0,42.0
1585,356maosol020322970010,75.0,36.0,57.5,0.0,0.0,0.0
1586,272maosol219174870012,73.0,21.0,96.0,0.0,0.0,5.0
1587,1863maosol150687650014,82.0,11.5,0.0,0.0,0.0,
1588,897maosol110361030014,94.0,82.0,81.0,21.0,5.0,12.0
1589,1297maosol080126240017,52.0,79.0,78.0,7.0,1.5,10.0
1590,1830maosol020119840019,66.0,31.0,7.0,0.0,4.0,
1591,158maosol080049290019,63.5,36.0,97.0,5.5,0.0,2.0
1592,1880maosol218932260018,100.0,0.0,5.5,0.0,0.0,
1593,131963graba,98.0,84.5,97.0,21.0,44.0,8.0
1594,122229graba,95.5,87.0,95.5,49.5,28.0,4.0
1595,127605graba,85.0,63.0,48.0,0.0,4.0,0.0
1596,130306graba,91.0,96.0,91.5,0.0,37.0,8.5
